reserveNumber_test-----------------------------
1, 1, 0.019766844998230226, 0.019766844998230226
1, 5, 0.0756131349990028, 0.0756131349990028
1, 20, 0.2697043090010993, 0.2697043090010993
1, 50, 0.697286560000066, 0.697286560000066
1, 100, 1.4840334379987326, 1.4840334379987326
5, 1, 0.03441345640057989, 0.047833031001573545
5, 5, 0.21585219599983246, 0.22917131100075494
5, 20, 0.7784439557995938, 0.8045466690000467
5, 50, 2.028843751200111, 2.070025792998422
5, 100, 4.136247241199089, 4.157821597998918
20, 1, 0.1000059267999859, 0.15285195900105464
20, 5, 0.7657579591499598, 1.3342581069991866
20, 20, 2.6760809092496856, 3.641503165999893
20, 50, 7.3136553022498445, 8.178020426999865
20, 100, 15.445665819549777, 16.597071762998894
50, 1, 0.13556634789998498, 0.19717082299939648
50, 5, 1.6149711449601092, 3.401290407000488
50, 20, 4.855201029640048, 8.784977600000275
50, 50, 16.265198793279886, 19.025683944000775
50, 100, 31.993684130980036, 39.190192995998586
100, 1, 0.30705319896002037, 1.1049835720004921
100, 5, 2.1976175320300353, 3.819784081999387
100, 20, 11.73011316654005, 19.459908606999306
100, 50, 36.853972395679996, 64.47324920899882
100, 100, 69.158287781, 80.62271293100093
checkLogin_test-----------------------------
1, 1, 0.020465028999751667, 0.020465028999751667
1, 5, 0.06609256100091443, 0.06609256100091443
1, 20, 0.2179043289997935, 0.2179043289997935
1, 50, 0.5541381359998923, 0.5541381359998923
1, 100, 1.0802750309994735, 1.0802750309994735
5, 1, 0.033092840000608706, 0.04079249200003687
5, 5, 0.14695037719975518, 0.16036993799934862
5, 20, 0.6029760858000373, 0.6251724880003167
5, 50, 1.5506215065997822, 1.5952366249985062
5, 100, 3.040059227600068, 3.08332405299916
20, 1, 0.07621896845002993, 0.1161396710012923
20, 5, 0.646092645850058, 1.2687027230003878
20, 20, 1.8816834457996265, 3.358899221999309
20, 50, 5.333582275400204, 5.911710084999868
20, 100, 10.200641357350014, 11.47570664900013
50, 1, 0.06969774964014505, 0.12876899100047012
50, 5, 1.3566026561600302, 2.4693342820010002
50, 20, 4.4641136416798695, 7.993877791999694
50, 50, 11.765865947780004, 17.273690718999205
50, 100, 23.817363880380253, 35.93723450700054
100, 1, 0.08224300409003263, 0.15886276499986707
100, 5, 1.8960041077300593, 3.5237596690003556
100, 20, 8.12479449520999, 12.09970335700018
100, 50, 23.063838221289934, 34.58511567700043
100, 100, 48.221330462119894, 58.718919671999174
availableNumber_test-----------------------------
1, 1, 0.014278179000029922, 0.014278179000029922
1, 5, 0.06263559899889515, 0.06263559899889515
1, 20, 0.2103235720005614, 0.2103235720005614
1, 50, 0.5116923699988547, 0.5116923699988547
1, 100, 1.0316842819993326, 1.0316842819993326
5, 1, 0.03450360480019299, 0.04082207299870788
5, 5, 0.14034788479984855, 0.14922100500007218
5, 20, 0.5397856551997393, 0.5635144650004804
5, 50, 1.3449148707997665, 1.3738337159993534
5, 100, 2.8511297114000627, 2.888858734000678
20, 1, 0.06865802909997001, 0.10109089000070526
20, 5, 0.5652268522502709, 1.2465208080011507
20, 20, 1.858374454800014, 2.3449420139986614
20, 50, 4.483974165149993, 5.274755856000411
20, 100, 9.321013509000021, 10.33003575300063
50, 1, 0.07104278161979892, 0.12780705700060935
50, 5, 1.4565277338800298, 3.4794409679998353
50, 20, 4.0953979195400825, 7.974518009999883
50, 50, 10.264198411120123, 15.21090212800118
50, 100, 21.429590137860068, 25.99304743099856
100, 1, 0.06643704275997152, 0.13855633800085343
100, 5, 1.7288380734800193, 3.394233903998611
100, 20, 7.5885704056898975, 10.907995021001625
100, 50, 22.058883194299998, 39.98435717100074
100, 100, 45.86446349497017, 58.404575804999695
